Sentence #,Word,Tag
,Injectors,O
,with,O
,gas,O
,connection,O
,for,O
,PE,O
,hose,O
,8x11,O
Sentence 1031,Fig. 8 ,O
,Additional,O
,ball,O
,check,O
,valve,O
Sentence 1032,Fig. 4 ,O
,Injector,O
,components,O
Sentence 1033,Fig. 5 ,O
,Position,O
,of,O
,diaphragm,O
Sentence 1034,Fig. 3 ,O
,System,O
,and,O
,components,O
Sentence 1035,Fig. 4 ,O
,Assembly,O
,drawing,O
Sentence 1036,Fig. 1 ,O
,Dimensioned,O
,drawing,O
Sentence 1037,Fig. 2 ,O
,Functioning,O
,scheme,O
Sentence 1038,Fig. 3 ,O
,Position,O
,of,O
,diaphragm,O
,non-return,O
,valve,O
Sentence 1039,Fig. 4 ,O
,System,O
,and,O
,components,O
Sentence 1040,Fig. 6 ,O
,Assembly,O
,drawing,O
Sentence 1041,Fig. 5 ,O
,Assembly,O
,drawing,O
Sentence 1042,Fig. 8 ,O
,Hot-injection,O
,unit,O
,with,O
,ball,O
,valve,O
Sentence 1043,Fig. 6 ,O
,Injection,O
,unit,O
,with,O
,ball,O
,valve,O
Sentence 1044,Fig. 7 ,O
,Injection,O
,unit,O
,with,O
,removable,O
,injection,O
,pipe,O
Sentence 1045,Fig. 11 ,O
,High-pressure,O
,injection,O
,"unit,",O
,flow,O
,rate,O
,l/h,O
Sentence 1046,Fig. 10 ,O
,High-pressure,O
,injection,O
,"unit,",O
,flow,O
,rate,O
,l/h,O
Sentence 1047,Fig. 25 ,O
,Standard,O
,injection,O
,unit,O
Sentence 1048,Fig. 1 ,O
,Installation,O
,example,O
Sentence 1049,Fig. 33 ,O
,High-pressure,O
,injection,O
,"unit,",O
,flow,O
,rate,O
,l/h,O
Sentence 1050,Fig. 32 ,O
,High-pressure,O
,injection,O
,"unit,",O
,flow,O
,rate,O
,l/h,O
Sentence 1051,Fig. 12 ,O
,Injection,O
,unit,O
,with,O
,removable,O
,injection,O
,pipe,O
Sentence 1052,Fig. 30 ,O
,Injection,O
,unit,O
,up,O
,to,O
,l/h,O
Sentence 1053,Fig. 27 ,O
,Injection,O
,unit,O
,with,O
,ball,O
,"valve,",O
,stainless,O
,steel,O
,version,O
Sentence 1054,Fig. 5 ,O
,Injection,O
,unit,O
,with,O
,lip,O
,valve,O
Sentence 1055,Fig. 3 ,O
,Standard,O
,injection,O
,unit,O
,up,O
,to,O
,l/h,O
Sentence 1056,Fig. 1 ,O
,Dimensional,O
,drawing,O
,of,O
,flow,O
,fitting,O
Sentence 1057,Fig. 2 ,O
,Assembly,O
,drawing,O
,of,O
,the,O
,flow,O
,fitting,O
Sentence 1058,Fig. 3 ,O
,Preparing,O
,the,O
,electrodes,O
Sentence 1059,Fig. 11 ,O
,Maintenance,O
Sentence 1060,Fig. 9 ,O
,Position:,O
,"""CLOSE",O
,-,O
,"ZU""",O
Sentence 1061,Fig. 10 ,O
,Position:,O
,"""OPEN",O
,-,O
,"MESSEN""",O
Sentence 1062,Fig. 8 ,O
,Preparing,O
,the,O
,electrodes,O
Sentence 1063,Fig. 6 ,O
,Aligning,O
,the,O
,quick-change,O
,fitting,O
Sentence 1064,Fig. 7 ,O
,Turning,O
,the,O
,fitting,O
Sentence 1065,Fig. 4 ,O
,Dimensional,O
,drawing,O
,of,O
,the,O
,quick-change,O
,fitting,O
Sentence 1066,Fig. 5 ,O
,Installing,O
,the,O
,electrodes,O
Sentence 1067,Fig. 1 ,O
,Dimensional,O
,drawing,O
,of,O
,the,O
,immersion,O
,fitting,O
Sentence 1068,Fig. 3 ,O
,Example,O
,of,O
,a,O
,complete,O
,measuring,O
,system,O
Sentence 1069,Fig. 9 ,O
,Dimensions,O
,of,O
,the,O
,wet-keeping,O
,shell,O
Sentence 1070,Fig. 8 ,O
,Connecting,O
,the,O
,measuring,O
,cable,O
Sentence 1071,Fig. 7 ,O
,Installing,O
,the,O
,electrodes,O
Sentence 1072,Fig. 4 ,O
,Assembly,O
,drawing,O
,of,O
,the,O
,immersion,O
,fitting,O
Sentence 1073,Fig. 5 ,O
,Adjustable,O
,flange,O
Sentence 1074,Fig. 6 ,O
,Preparing,O
,the,O
,electrodes,O
Sentence 1075,Fig. 1 ,O
,Minimum,O
,distance,O
,(D),O
,from,O
,the,O
,motor,O
,to,O
,a,O
,wall,O
,or,O
,other,O
,fixed,O
,objects,O
Sentence 1076,Fig. 2 ,O
,Examples,O
,of,O
,covers,O
,(not,O
,supplied,O
,by,O
,Grundfos),O
Sentence 1077,Fig. 3 ,O
,Drain,O
,holes,O
Sentence 1078,Fig. 50 ,O
,Principle,O
,sketch,O
,showing,O
,how,O
,predefined,O
,setpoints,O
,function,O
Sentence 1079,Fig. 43 ,O
,Duration,O
,timer,O
,function,O
,of,O
,digital,O
,inputs,O
Sentence 1080,Fig. 55 ,O
,Filling,O
,and,O
,pressure,O
,build-up,O
,phases,O
Sentence 1081,Fig. 31 ,O
,"""Constant",O
,differential,O
,"pressure""",O
Sentence 1082,Fig. 30 ,O
,"""Constant",O
,differential,O
,"pressure""",O
Sentence 1083,Fig. 29 ,O
,"""Constant",O
,"temperature""",O
Sentence 1084,Fig. 28 ,O
,"""Constant",O
,"temperature""",O
Sentence 1085,Fig. 63 ,O
,Connecting,O
,the,O
,cable,O
,screens,O
,to,O
,earth,O
Sentence 1086,Fig. 58 ,O
,Antistatic,O
,service,O
,kit,O
Sentence 1087,Fig. 61 ,O
,Removing,O
,the,O
,securing,O
,screw,O
Sentence 1088,Fig. 25 ,O
,"""Proportional",O
,"pressure""",O
Sentence 1089,Fig. 27 ,O
,"""Constant",O
,"pressure""",O
Sentence 1090,Fig. 26 ,O
,"""Constant",O
,"pressure""",O
Sentence 1091,Fig. 10 ,O
,Stripped,O
,cable,O
,with,O
,screen,O
,and,O
,wire,O
,connections,O
Sentence 1092,Fig. 45 ,O
,Example,O
,of,O
,setpoint,O
,influence,O
,with,O
,sensor,O
,feed,O
,back,O
Sentence 1093,Fig. 1 ,O
,Identification,O
,numbers,O
Sentence 1094,Fig. 2 ,O
,Identification,O
,numbers,O
Sentence 1095,Fig. 38 ,O
,"""Constant",O
,"curve""",O
Sentence 1096,Fig. 37 ,O
,"""Constant",O
,"level""",O
Sentence 1097,Fig. 73 ,O
,Fitting,O
,the,O
,terminal,O
,box,O
,cover,O
Sentence 1098,Fig. 19 ,O
,Maximum,O
,curve,O
,duty,O
Sentence 1099,Fig. 20 ,O
,Minimum,O
,curve,O
,duty,O
Sentence 1100,Fig. 52 ,O
,Difference,O
,between,O
,start,O
,and,O
,stop,O
,pressures,O
,(ΔH),O
,and,O
,minimum,O
,flow,O
,rate,O
Sentence 1101,Fig. 24 ,O
,Operating,O
,modes,O
Sentence 1102,Fig. 9 ,O
,Connection,O
,"terminals,",O
,CME,water pump
,pump,O
,(optional,O
,for,O
,"CRE,",O
,"CRIE,",O
,"CRNE,",O
,SPKE,O
,and,O
,MTRE,O
,pumps),O
Sentence 1103,Fig. 4 ,O
,Example,O
,of,O
,a,O
,mains-connected,O
,motor,O
,with,O
,mains,O
,"switch,",O
,backup,O
,fuse,O
,and,O
Sentence 1104,Fig. 68 ,O
,Loosening,O
,the,O
,screws,O
Sentence 1105,Fig. 69 ,O
,Removing,O
,the,O
,terminal,O
,box,O
,cover,O
Sentence 1106,Fig. 21 ,O
,Advanced,O
,control,O
,panel,O
Sentence 1107,Fig. 16 ,O
,Standard,O
,control,O
,panel,O
Sentence 1108,Fig. 36 ,O
,"""Constant",O
,"level""",O
Sentence 1109,Fig. 35 ,O
,"""Constant",O
,flow,O
,"rate""",O
Sentence 1110,Fig. 34 ,O
,Constant,O
,flow,O
,rate,O
Sentence 1111,Fig. 51 ,O
,Limit,O
,exceeded,O
,(example),O
Sentence 1112,Fig. 44 ,O
,Example,O
,of,O
,minimum,O
,and,O
,maximum,O
,settings,O
Sentence 1113,Fig. 23 ,O
,Grundfos,O
,GO,O
,Remote,O
,communicating,O
,with,O
,the,O
,pump,O
,via,O
,radio,O
,or,O
,infrared,O
Sentence 1114,Fig. 57 ,O
,Grundfos,O
,Eye,O
Sentence 1115,Fig. 41 ,O
,Duration,O
,timer,O
,function,O
,of,O
,digital,O
,inputs,O
Sentence 1116,Fig. 42 ,O
,Example,O
,of,O
,configurable,O
,digital,O
,inputs/outputs,O
Sentence 1117,Fig. 32 ,O
,"""Constant",O
,differential,O
,"temperature""",O
Sentence 1118,Fig. 56 ,O
,Ramp-up,O
,and,O
,Ramp-down,O
Sentence 1119,Fig. 15 ,O
,Supply,O
,voltage,O
,for,O
,single-phase,O
,motor,O
,in,O
,relation,O
,to,O
,altitude,O
Sentence 1120,Fig. 66 ,O
,Identification,O
,of,O
,functional,O
,module,O
Sentence 1121,Fig. 67 ,O
,Identification,O
,of,O
,control,O
,panel,O
Sentence 1122,Fig. 6 ,O
,Hydro,O
,MPC,O
,booster,O
,system,O
Sentence 1123,Fig. 108 ,O
,Min.,O
,pressure,O
Sentence 1124,Fig. 75 ,O
,Soft,O
,pressure,O
,build-up,O
Sentence 1125,Fig. 76 ,O
,Filling,O
,and,O
,pressure,O
,buildup,O
,phases,O
Sentence 1126,Fig. 36 ,O
,Alarm,O
,status,O
Sentence 1127,Fig. 63 ,O
,Pump,O
,stop,O
,attempt,O
Sentence 1128,Fig. 100 ,O
,Reduced,O
,operation,O
Sentence 1129,Fig. 101 ,O
,Multisensor,O
,settings,O
Sentence 1130,Fig. 24 ,O
,Control,O
,mode,O
Sentence 1131,Fig. 27 ,O
,Booster,O
,system,O
,with,O
,external,O
,controller,O
,(open,O
,loop),O
Sentence 1132,Fig. 83 ,O
,Digital,O
,outputs,O
Sentence 1133,Fig. 84 ,O
,Function,O
,of,O
,digital,O
,outputs,O
Sentence 1134,Fig. 85 ,O
,Analog,O
,outputs,O
Sentence 1135,Fig. 111 ,O
,Limit,O
,exceeded,O
Sentence 1136,Fig. 44 ,O
,Alternative,O
,setpoints,O
,2-7,O
Sentence 1137,Fig. 119 ,O
,Display,O
,language,O
Sentence 1138,Fig. 7 ,O
,Nameplate,O
Sentence 1139,Fig. 116 ,O
,"Fault,",O
,primary,O
,sensor,O
Sentence 1140,Fig. 42 ,O
,PI,O
,controller,O
Sentence 1141,Fig. 64 ,O
,Use,O
,calculated,O
,speed,O
Sentence 1142,Fig. 66 ,O
,Min.,O
,performance,O
Sentence 1143,Fig. 65 ,O
,Use,O
,fixed,O
,speed,O
Sentence 1144,Fig. 31 ,O
,Regulation,O
,curve,O
,for,O
,MPC-S,O
,system,O
,in,O
,open,O
,loop,O
Sentence 1145,Fig. 53 ,O
,Proportional,O
,pressure,O
Sentence 1146,Fig. 130 ,O
,Example,O
,of,O
,setting,O
,of,O
,ethernet,O
Sentence 1147,Fig. 9 ,O
,Operating,O
,panel,O
Sentence 1148,Fig. 103 ,O
,Monitoring,O
,functions,O
Sentence 1149,Fig. 74 ,O
,Alternative,O
,input,O
Sentence 1150,Fig. 72 ,O
,Stop,O
,parameters,O
Sentence 1151,Fig. 73 ,O
,Customised,O
,settings,O
Sentence 1152,Fig. 1 ,O
,Example,O
,showing,O
,the,O
,position,O
,of,O
,expansion,O
,"joints,",O
,pipe,O
,supports,O
,and,O
,machine,O
,shoes,O
Sentence 1153,Fig. 50 ,O
,Clock,O
,program,O
Sentence 1154,Fig. 49 ,O
,Secondary,O
,sensor,O
Sentence 1155,Fig. 51 ,O
,Event,O
Sentence 1156,Fig. 55 ,O
,Normal,O
,and,O
,inverse,O
,control,O
Sentence 1157,Fig. 54 ,O
,S-system,O
,configuration,O
Sentence 1158,Fig. 82 ,O
,Analog,O
,inputs,O
,and,O
,measured,O
,value,O
Sentence 1159,Fig. 125 ,O
,GENIbus,O
,number,O
Sentence 1160,Fig. 126 ,O
,Software,O
,status,O
Sentence 1161,Fig. 128 ,O
,Status,O
,display,O
,menu,O
,(4.6.1),O
Sentence 1162,Fig. 18 ,O
,Analog,O
,inputs,O
Sentence 1163,Fig. 16 ,O
,Setpoint,O
,influence,O
Sentence 1164,Fig. 17 ,O
,Measured,O
,values,O
Sentence 1165,Fig. 32 ,O
,Alternative,O
,setpoints,O
Sentence 1166,Fig. 79 ,O
,Functions,O
,of,O
,digital,O
,inputs,O
Sentence 1167,Fig. 80 ,O
,Analog,O
,inputs,O
Sentence 1168,Fig. 115 ,O
,Log,O
,values,O
Sentence 1169,Fig. 114 ,O
,Pressure,O
,relief,O
Sentence 1170,Fig. 41 ,O
,Primary,O
,controller,O
Sentence 1171,Fig. 104 ,O
,Dry-running,O
,protection,O
Sentence 1172,Fig. 92 ,O
,Pump,O
,curve,O
,data,O
Sentence 1173,Fig. 68 ,O
,Secondary,O
,functions,O
Sentence 1174,Fig. 132 ,O
,Network,O
,setting,O
Sentence 1175,Fig. 131 ,O
,Connection,O
,to,O
,CU,O
Sentence 1176,Fig. 3 ,O
,Examples,O
,of,O
,rubber,O
,bellows,O
,expansion,O
,joints,O
,without,O
,and,O
,with,O
,limiting,O
,rods,O
Sentence 1177,Fig. 59 ,O
,Max.,O
,number,O
,of,O
,starts/hour,O
Sentence 1178,Fig. 58 ,O
,Min.,O
,time,O
,between,O
,start/stop,O
Sentence 1179,Fig. 89 ,O
,Min.,O
,duty,O
Sentence 1180,Fig. 124 ,O
,Ethernet,O
Sentence 1181,Fig. 123 ,O
,Password,O
Sentence 1182,Fig. 19 ,O
,Log,O
,graph,O
Sentence 1183,Fig. 20 ,O
,Battery,O
,status,O
Sentence 1184,Fig. 96 ,O
,Reading,O
,of,O
,rated,O
,power,O
,Pnom,O
,(Grundfos,O
,Product,O
,Center),O
Sentence 1185,Fig. 12 ,O
,Actual,O
,alarms,O
Sentence 1186,Fig. 13 ,O
,System,O
Sentence 1187,Fig. 47 ,O
,Relation,O
,between,O
,setpoint,O
,influence,O
,and,O
,flow,O
,rate,O
Sentence 1188,Fig. 48 ,O
,Primary,O
,sensor,O
Sentence 1189,Fig. 78 ,O
,Digital,O
,inputs,O
Sentence 1190,Fig. 70 ,O
,Start/stop,O
,band,O
Sentence 1191,Fig. 69 ,O
,Stop,O
,function,O
Sentence 1192,Fig. 39 ,O
,Service,O
,contact,O
,information,O
Sentence 1193,Fig. 37 ,O
,Actual,O
,alarms,O
Sentence 1194,Fig. 107 ,O
,"Measurement,",O
,tank,O
,level,O
Sentence 1195,Fig. 35 ,O
,"Operation,",O
,pilot,O
,pump,O
Sentence 1196,Fig. 60 ,O
,Standby,O
,pumps,O
Sentence 1197,Fig. 45 ,O
,External,O
,setpoint,O
,influence,O
Sentence 1198,Fig. 98 ,O
,Fixed,O
,inlet,O
,pressure,O
Sentence 1199,Fig. 99 ,O
,Flow,O
,estimation,O
Sentence 1200,Fig. 23 ,O
,System,O
,operating,O
,mode,O
Sentence 1201,Fig. 5 ,O
,Lifting,O
,a,O
,Hydro,O
,booster,O
,system,O
,correctly,O
,in,O
,eyebolts,O
Sentence 1202,Fig. 88 ,O
,"Min.,",O
,max.,O
,and,O
,user-defined,O
,duty,O
Sentence 1203,Fig. 87 ,O
,Counter,O
,inputs,O
Sentence 1204,Fig. 11 ,O
,Status,O
Sentence 1205,Fig. 120 ,O
,Units,O
Sentence 1206,Fig. 6 ,O
,Twin-head,O
,pump,O
,"dimensions,",O
,terminal,O
,connected,O
,versions,O
,(flanged,O
,version),O
,TM,O
Sentence 1207,Fig. 7 ,O
,Forces,O
,and,O
,moments,O
,from,O
,the,O
,pipe,O
,connections,O
,acting,O
,on,O
,the,O
,pump,O
,flanges,O
,or,O
,threaded,O
,connections,O
Sentence 1208,Fig. 26 ,O
,Pump,O
,setting,O
,in,O
,relation,O
,to,O
,pump,O
,performance,O
Sentence 1209,Fig. 1 ,O
,Single-head,O
,pump,O
,"dimensions,",O
,threaded,O
,version,O
Sentence 1210,Fig. 2 ,O
,Twin-head,O
,pump,O
,"dimensions,",O
,threaded,O
,version,O
Sentence 1211,Fig. 3 ,O
,Single-head,O
,pump,O
,"dimensions,",O
,plug-connected,O
,"versions,",O
,flanged,O
,version,O
Sentence 1212,Fig. 16 ,O
,Example,O
,of,O
,a,O
,plug-connected,O
,motor,O
,with,O
,main,O
,"switch,",O
,backup,O
,fuse,O
,and,O
,additional,O
,protection,O
Sentence 1213,Fig. 23 ,O
,Three,O
,proportional-pressure,O
,curves/settings,O
Sentence 1214,Fig. 4 ,O
,Single-head,O
,pump,O
,"dimensions,",O
,terminal-connected,O
,"versions,",O
,flanged,O
,version,O
,TM,O
Sentence 1215,Fig. 19 ,O
,Production,O
,code,O
,on,O
,packaging,O
Sentence 1216,Fig. 5 ,O
,Correct,O
,lifting,O
,of,O
,pump,O
Sentence 1217,Fig. 7 ,O
,Recommended,O
,tools,O
Sentence 1218,Fig. 30 ,O
,ALPHA,O
,plugs,O
Sentence 1219,Fig. 29 ,O
,Position,O
,of,O
,blanking,O
,flange,O
Sentence 1220,Fig. 27 ,O
,Control,O
,panel,O
Sentence 1221,Fig. 17 ,O
,Pumped,O
,liquids,O
Sentence 1222,Fig. 5 ,O
,Twin-head,O
,pump,O
,"dimensions,",O
,plug-connected,O
,"versions,",O
,flanged,O
,version,O
Sentence 1223,Fig. 4 ,O
,Air,O
,vent,O
,screw,O
Sentence 1224,Fig. 5 ,O
,Drain,O
,plug,O
Sentence 1225,Fig. 3 ,O
,Foundation,O
,for,O
,TP,control unit
,pump,O
Sentence 1226,Fig. 1 ,O
,Alarm,O
,device,O
Sentence 1227,Fig. 1 ,O
,Alarm,O
,device,O
Sentence 1228,Fig. 4 ,O
,Start,O
,and,O
,stop,O
,levels,O
Sentence 1229,Fig. 3 ,O
,Position,O
,of,O
,the,O
,pump,O
Sentence 1230,Fig. 2 ,O
,Place,O
,the,O
,pump,O
,on,O
,a,O
,plate,O
Sentence 1231,Fig. 9 ,O
,Position,O
,of,O
,the,O
,vent,O
,valve,O
Sentence 1232,Fig. 10 ,O
,Example,O
,of,O
,nameplate,O
Sentence 1233,Fig. 14 ,O
,Minimum,O
,flow,O
,rate,O
,in,O
,relation,O
,to,O
,temperature,O
Sentence 1234,Fig. 1 ,O
,Lifting,O
,points,O
Sentence 1235,Fig. 4 ,O
,Vertical,O
,installation,O
Sentence 1236,Fig. 2 ,O
,Vertical,O
,and,O
,horizontal,O
,installation,O
Sentence 1237,Fig. 3 ,O
,Horizontally,O
,installed,O
,MTR,O
,with,O
,foot,O
Sentence 1238,Fig. 13 ,O
,MTR 1s,industrial equipment
,to,O
Sentence 1239,Fig. 9 ,O
,Position,O
,of,O
,the,O
,vent,O
,valve,O
Sentence 1240,Fig. 1 ,O
,Example,O
,of,O
,nameplate,O
Sentence 1241,Fig. 1 ,O
,Lifting,O
,points,O
Sentence 1242,Fig. 4 ,O
,Vertical,O
,installation,O
Sentence 1243,Fig. 2 ,O
,Vertical,O
,and,O
,horizontal,O
,installation,O
Sentence 1244,Fig. 3 ,O
,Horizontally,O
,installed,O
,MTR,O
,with,O
,foot,O
Sentence 1245,Fig. 9 ,O
,Position,O
,of,O
,the,O
,vent,O
,valve,O
Sentence 1246,Fig. 1 ,O
,Lifting,O
,points,O
Sentence 1247,Fig. 4 ,O
,Vertical,O
,installation,O
Sentence 1248,Fig. 3 ,O
,Horizontally,O
,installed,O
,MTR,O
,with,O
,foot,O
Sentence 1249,Fig. 9 ,O
,Position,O
,of,O
,the,O
,vent,O
,valve,O
Sentence 1250,Fig. 3 ,O
,PP,O
,version*,O
,with,O
,turbine,O
,as,O
,mixer,O
Sentence 1251,Fig. 1 ,O
,Assembled,O
,dosing,O
,tank,O
,station,O
,(example),O
Sentence 1252,Fig. 12 ,O
,Vent,O
,valve,O
Sentence 1253,Fig. 14 ,O
,Removal,O
,of,O
,inlet,O
,strainer,O
Sentence 1254,Fig. 2 ,O
,Minimum,O
,pit,O
,dimension,O
,with,O
,float,O
,switch,O
Sentence 1255,Fig. 15 ,O
,Pump,O
,with,O
,and,O
,without,O
,float,O
,switch,O
Sentence 1256,Fig. 16 ,O
,Example,O
,of,O
,nameplate,O
Sentence 1257,Fig. 4 ,O
,Pump,O
,mounted,O
,on,O
,a,O
,plate,O
Sentence 1258,Fig. 5 ,O
,Lifting,O
,the,O
,pump,O
Sentence 1259,Fig. 8 ,O
,Recommended,O
,tools,O
Sentence 1260,Fig. 15 ,O
,Pump,O
,setting,O
,in,O
,relation,O
,to,O
,pump,O
,performance,O
Sentence 1261,Fig. 9 ,O
,Pump,O
,installed,O
,with,O
,horizontal,O
,motor,O
,shaft,O
Sentence 1262,Fig. 14 ,O
,Factory,O
,setting,O
Sentence 1263,Fig. 13 ,O
,Control,O
,panel,O
Sentence 1264,Fig. 11 ,O
,Fitting,O
,the,O
,pump,O
,head,O
,to,O
,the,O
,pump,O
,housing,O
Sentence 1265,Fig. 6 ,O
,Example,O
,of,O
,terminal,O
,"connection,",O
,x,O
,V,O
,±,O
,"%,",O
,50/60,O
,"Hz,",O
,PE,O
Sentence 1266,Fig. 18 ,O
,Three,O
,constant-pressure,O
,curves/settings,O
Sentence 1267,Fig. 17 ,O
,Three,O
,proportional-pressure,O
,curves/settings,O
Sentence 1268,Fig. 13 ,O
,Venting,O
,the,O
,pump,O
Sentence 1269,Fig. 7 ,O
,Electrical,O
,connection,O
Sentence 1270,Fig. 11 ,O
,Automatic,O
,Night,O
,SetBack,O
Sentence 1271,Fig. 1 ,O
,EuP-ready,O
,label,O
Sentence 1272,Fig. 16 ,O
,Dimensional,O
,"sketches,",O
,ALPHA2,O
,"XX-50,",O
,XX-60,O
Sentence 1273,Fig. 6 ,O
,Insulation,O
,of,O
,pump,O
,housing,O
Sentence 1274,Fig. 17 ,O
,Performance,O
,curves,O
,in,O
,relation,O
,to,O
,pump,O
,setting,O
Sentence 1275,Fig. 2 ,O
,Example,O
,of,O
,nameplate,O
Sentence 1276,Fig. 15 ,O
,Pump,O
,setting,O
,in,O
,relation,O
,to,O
,pump,O
,performance,O
Sentence 1277,Fig. 1 ,O
,Pressure-temperature,O
,diagram,O
Sentence 1278,Fig. 42 ,O
,Overview,O
,of,O
,sensor,O
,locations,O
Sentence 1279,Fig. 43 ,O
,Overview,O
,of,O
,PT100/1000,O
,sensor,O
,locations,O
Sentence 1280,Fig. 23 ,O
,Position,O
,of,O
,vent,O
,screws,O
,in,O
,systems,O
,with,O
,"CRI,",O
,CRIE,water pump
,pumps,O
Sentence 1281,Fig. 37 ,O
,Difference,O
,between,O
,start,O
,and,O
,stop,O
,pressures,O
,(ΔH),O
,and,O
,minimum,O
,flow,O
,rate,O
Sentence 1282,Fig. 52 ,O
,Principle,O
,sketch,O
,showing,O
,how,O
,predefined,O
,setpoints,O
,function,O
Sentence 1283,Fig. 51 ,O
,Influence,O
,table,O
,(example,O
,with,O
,five,O
,points),O
Sentence 1284,Fig. 20 ,O
,FCC,O
,label,O
Sentence 1285,Fig. 1 ,O
,Hydro,O
,Multi-E,O
,components,O
Sentence 1286,Fig. 55 ,O
,Level,O
,switch,O
,connected,O
,to,O
,each,O
,pump,O
Sentence 1287,Fig. 54 ,O
,Adjustment,O
,of,O
,switching,O
,points,O
Sentence 1288,Fig. 30 ,O
,Advanced,O
,control,O
,panel,O
Sentence 1289,Fig. 39 ,O
,Limit,O
,exceeded,O
,(example),O
Sentence 1290,Fig. 38 ,O
,Example,O
,of,O
,minimum,O
,and,O
,maximum,O
,settings,O
Sentence 1291,Fig. 12 ,O
,Stripped,O
,cable,O
,with,O
,screen,O
,and,O
,wire,O
,connections,O
Sentence 1292,Fig. 13 ,O
,Antistatic,O
,service,O
,kit,O
Sentence 1293,Fig. 3 ,O
,Lifting,O
,a,O
,Hydro,O
,Multi-E,O
,system,O
,with,O
,a,O
,C-profile,O
,base,O
,correctly,O
,in,O
,brackets,O
Sentence 1294,Fig. 31 ,O
,Example,O
,of,O
,Home,O
,display,O
Sentence 1295,Fig. 32 ,O
,Hydro,O
,Multi-E,O
,in,O
,normal,O
,"operation,",O
,meaning,O
,constant-pressure,O
,mode,O
Sentence 1296,Fig. 46 ,O
,Duration,O
,timer,O
,function,O
,of,O
,digital,O
,inputs,O
Sentence 1297,Fig. 41 ,O
,Pump,O
,in,O
,constant-curve,O
,control,O
,mode,O
Sentence 1298,Fig. 40 ,O
,Proportional,O
,pressure,O
Sentence 1299,Fig. 53 ,O
,Grundfos,O
,GO,O
,Remote,O
,communicating,O
,with,O
,the,O
,pump,O
,via,O
,radio,O
,or,O
,infrared,O
,light,O
Sentence 1300,Fig. 36 ,O
,Filling,O
,and,O
,pressure,O
,buildup,O
,phases,O
Sentence 1301,Fig. 35 ,O
,"""Constant",O
,"pressure""",O
Sentence 1302,Fig. 4 ,O
,Hydro,O
,Multi-E,O
,nameplate,O
Sentence 1303,Fig. 24 ,O
,Position,O
,of,O
,vent,O
,screw,O
,and,O
,filling,O
,screw,O
Sentence 1304,Fig. 25 ,O
,Standard,O
,control,O
,panel,O
Sentence 1305,Fig. 11 ,O
,Connection,O
,"terminals,",O
,FM,O
Sentence 1306,Fig. 30 ,O
,Example,O
,of,O
,min.,O
,and,O
,max.,O
,settings,O
Sentence 1307,Fig. 35 ,O
,Grundfos,O
,Eye,O
Sentence 1308,Fig. 3 ,O
,Minimum,O
,distance,O
,(D),O
,from,O
,the,O
,motor,O
,to,O
,a,O
,wall,O
,or,O
,other,O
,fixed,O
,objects,O
Sentence 1309,Fig. 10 ,O
,Connection,O
,"terminals,",O
,FM,O
Sentence 1310,Fig. 15 ,O
,Connection,O
,with,O
,screened,O
,2-core,O
,cable,O
Sentence 1311,Fig. 14 ,O
,Connection,O
,with,O
,screened,O
,3-core,O
,cable,O
Sentence 1312,Fig. 13 ,O
,Stripped,O
,cable,O
,with,O
,screen,O
,and,O
,wire,O
,connections,O
Sentence 1313,Fig. 31 ,O
,Grundfos,O
,GO,O
,Remote,O
,communicating,O
,with,O
,the,O
,motor,O
,via,O
,radio,O
,or,O
,infrared,O
,light,O
Sentence 1314,Fig. 32 ,O
,Example,O
,of,O
,dashboard,O
Sentence 1315,Fig. 8 ,O
,Example,O
,of,O
,a,O
,mains-connected,O
,motor,O
,with,O
,mains,O
,"switch,",O
,backup,O
,fuses,O
,and,O
,additional,O
,protection,O
Sentence 1316,Fig. 6 ,O
,Example,O
,of,O
,a,O
,mains-connected,O
,motor,O
,with,O
,mains,O
,"switch,",O
,backup,O
,fuse,O
,and,O
,additional,O
,protection,O
Sentence 1317,Fig. 7 ,O
,Mains,O
,"connection,",O
,single-phase,O
,motors,O
Sentence 1318,Fig. 9 ,O
,Mains,O
,"connection,",O
,three-phase,O
,motors,O
Sentence 1319,Fig. 25 ,O
,Lifting,O
,the,O
,plastic,O
,cover,O
Sentence 1320,Fig. 28 ,O
,Fitting,O
,the,O
,terminal,O
,box,O
,cover,O
Sentence 1321,Fig. 1 ,O
,Nameplate,O
,location,O
Sentence 1322,Fig. 2 ,O
,"Nameplate,",O
,MGE,engine
,motors,O
Sentence 1323,Fig. 20 ,O
,Motor,O
,in,O
,uncontrolled-operation,O
,mode,O
Sentence 1324,Fig. 1 ,O
,Connections,O
,to,O
,LT,O
Sentence 1325,Fig. 5 ,O
,Control,O
,panel,O
,on,O
,LT,O
Sentence 1326,Fig. 3 ,O
,Connections,O
,to,O
,"LC,",O
,LCD 108,control systems
Sentence 1327,Fig. 2 ,O
,Connection,O
,"terminals,",O
,FM,O
Sentence 1328,Fig. 3 ,O
,Adjustment,O
,of,O
,switching,O
,points,O
Sentence 1329,Fig. 10 ,O
,BMS hp,water pump
,pump,O
Sentence 1330,Fig. 21 ,O
,Example,O
,of,O
,BMSX,water pump
,booster,O
,system,O
Sentence 1331,Fig. 7 ,O
,Example,O
,of,O
,BMSX,water pump
,system,O
Sentence 1332,Fig. 12 ,O
,Pipe,O
,support,O
